CDIGO DO MUNICPIO - TOM;CDIGO DO MUNICPIO - IBGE;MUNICPIO - TOM;MUNICPIO - IBGE;UF
2651;3112653;CAPITO ANDRADE;Capito Andrade;MG
2653;3115458;CATUJI;Catuji;MG
2655;3135076;JAMPRUCA;Jampruca;MG
2657;3122454;DIVISPOLIS;Divispolis;MG
2659;3140555;MATA VERDE;Mata Verde;MG
2661;3146750;PALMPOLIS;Palmpolis;MG
2663;3123858;ENTRE FOLHAS;Entre Folhas;MG
2665;3131158;IPABA;Ipaba;MG
2667;3157252;SANTA BRBARA DO LESTE;Santa Brbara do Leste;MG
2669;3159357;SANTA RITA DE MINAS;Santa Rita de Minas;MG
2671;3170057;UBAPORANGA;Ubaporanga;MG
2673;3158953;SANTANA DO PARASO;Santana do Paraso;MG
2675;3123528;DURAND;Durand;MG
2677;3162559;SO JOO DO MANHUAU;So Joo do Manhuau;MG
2679;3162575;SO JOO DO MANTENINHA;So Joo do Manteninha;MG
2681;3101631;ALFREDO VASCONCELOS;Alfredo Vasconcelos;MG
2683;3125952;FERVEDOURO;Fervedouro;MG
2685;3114550;CARNEIRINHO;Carneirinho;MG
2687;3138625;LIMEIRA DO OESTE;Limeira do Oeste;MG
2689;3165578;SENADOR AMARAL;Senador Amaral;MG
2691;3136652;JUATUBA;Juatuba;MG
2693;3130051;ICARA DE MINAS;Icara de Minas;MG
2695;3138658;LONTRA;Lontra;MG
2697;3143450;MONTEZUMA;Montezuma;MG
2699;3170529;URUCUIA;Urucuia;MG
2701;2700102;GUA BRANCA;gua Branca;AL
2703;2700201;ANADIA;Anadia;AL
2705;2700300;ARAPIRACA;Arapiraca;AL
2707;2700409;ATALAIA;Atalaia;AL
2709;2700508;BARRA DE SANTO ANTNIO;Barra de Santo Antnio;AL
2711;2700607;BARRA DE SO MIGUEL;Barra de So Miguel;AL
2713;2700706;BATALHA;Batalha;AL
2715;2700805;BELM;Belm;AL
2717;2700904;BELO MONTE;Belo Monte;AL
2719;2701001;BOCA DA MATA;Boca da Mata;AL
2721;2701100;BRANQUINHA;Branquinha;AL
2723;2701209;CACIMBINHAS;Cacimbinhas;AL
2725;2701308;CAJUEIRO;Cajueiro;AL
2727;2701407;CAMPO ALEGRE;Campo Alegre;AL
2729;2701506;CAMPO GRANDE;Campo Grande;AL
2731;2701605;CANAPI;Canapi;AL
2733;2701704;CAPELA;Capela;AL
2735;2701803;CARNEIROS;Carneiros;AL
2737;2701902;CH PRETA;Ch Preta;AL
2739;2702009;COIT DO NIA;Coit do Nia;AL
2741;2702108;COLNIA LEOPOLDINA;Colnia Leopoldina;AL
2743;2702207;COQUEIRO SECO;Coqueiro Seco;AL
2745;2702306;CORURIPE;Coruripe;AL
2747;2702405;DELMIRO GOUVEIA;Delmiro Gouveia;AL
2749;2702504;DOIS RIACHOS;Dois Riachos;AL
2751;2702603;FEIRA GRANDE;Feira Grande;AL
2753;2702702;FELIZ DESERTO;Feliz Deserto;AL
2755;2702801;FLEXEIRAS;Flexeiras;AL
2757;2702900;GIRAU DO PONCIANO;Girau do Ponciano;AL
2759;2703007;IBATEGUARA;Ibateguara;AL
2761;2703106;IGACI;Igaci;AL
2763;2703205;IGREJA NOVA;Igreja Nova;AL
2765;2703304;INHAPI;Inhapi;AL
2767;2703403;JACAR DOS HOMENS;Jacar dos Homens;AL
2769;2703502;JACUPE;Jacupe;AL
2771;2703601;JAPARATINGA;Japaratinga;AL
2773;2703700;JARAMATAIA;Jaramataia;AL
2775;2703809;JOAQUIM GOMES;Joaquim Gomes;AL
2777;2703908;JUNDI;Jundi;AL
2779;2704005;JUNQUEIRO;Junqueiro;AL
2781;2704104;LAGOA DA CANOA;Lagoa da Canoa;AL
2783;2704203;LIMOEIRO DE ANADIA;Limoeiro de Anadia;AL
2785;2704302;MACEI;Macei;AL
2787;2704401;MAJOR ISIDORO;Major Isidoro;AL
2789;2704500;MARAGOGI;Maragogi;AL
2791;2704609;MARAVILHA;Maravilha;AL
2793;2704708;MARECHAL DEODORO;Marechal Deodoro;AL
2795;2704807;MARIBONDO;Maribondo;AL
2797;2704906;MAR VERMELHO;Mar Vermelho;AL
2799;2705002;MATA GRANDE;Mata Grande;AL
2801;2705101;MATRIZ DE CAMARAGIBE;Matriz de Camaragibe;AL
2803;2705200;MESSIAS;Messias;AL
2805;2705309;MINADOR DO NEGRO;Minador do Negro;AL
2807;2705408;MONTEIRPOLIS;Monteirpolis;AL
2809;2705507;MURICI;Murici;AL
2811;2705606;NOVO LINO;Novo Lino;AL
2813;2705705;OLHO D'GUA DAS FLORES;Olho d'gua das Flores;AL
2815;2705804;OLHO D'GUA DO CASADO;Olho d'gua do Casado;AL
2817;2705903;OLHO D'GUA GRANDE;Olho d'gua Grande;AL
2819;2706000;OLIVENA;Olivena;AL
2821;2706109;OURO BRANCO;Ouro Branco;AL
2823;2706208;PALESTINA;Palestina;AL
2825;2706307;PALMEIRA DOS NDIOS;Palmeira dos ndios;AL
2827;2706406;PO DE ACAR;Po de Acar;AL
2829;2706505;PASSO DE CAMARAGIBE;Passo de Camaragibe;AL
2831;2706604;PAULO JACINTO;Paulo Jacinto;AL
2833;2706703;PENEDO;Penedo;AL
2835;2706802;PIAABUU;Piaabuu;AL
2837;2706901;PILAR;Pilar;AL
2839;2707008;PINDOBA;Pindoba;AL
2841;2707107;PIRANHAS;Piranhas;AL
2843;2707206;POO DAS TRINCHEIRAS;Poo das Trincheiras;AL
2845;2707305;PORTO CALVO;Porto Calvo;AL
2847;2707404;PORTO DE PEDRAS;Porto de Pedras;AL
2849;2707503;PORTO REAL DO COLGIO;Porto Real do Colgio;AL
2851;2707602;QUEBRANGULO;Quebrangulo;AL
2853;2707701;RIO LARGO;Rio Largo;AL
2855;2707800;ROTEIRO;Roteiro;AL
2857;2707909;SANTA LUZIA DO NORTE;Santa Luzia do Norte;AL
2859;2708006;SANTANA DO IPANEMA;Santana do Ipanema;AL
2861;2708105;SANTANA DO MUNDA;Santana do Munda;AL
2863;2708204;SO BRS;So Brs;AL
2865;2708303;SO JOS DA LAJE;So Jos da Laje;AL
2867;2708402;SO JOS DA TAPERA;So Jos da Tapera;AL
2869;2708501;SO LUS DO QUITUNDE;So Lus do Quitunde;AL
2871;2708600;SO MIGUEL DOS CAMPOS;So Miguel dos Campos;AL
2873;2708709;SO MIGUEL DOS MILAGRES;So Miguel dos Milagres;AL
2875;2708808;SO SEBASTIO;So Sebastio;AL
2877;2708907;SATUBA;Satuba;AL
2879;2709004;TANQUE D'ARCA;Tanque d'Arca;AL
2881;2709103;TAQUARANA;Taquarana;AL
2883;2709202;TRAIPU;Traipu;AL
2885;2709301;UNIO DOS PALMARES;Unio dos Palmares;AL
2887;2709400;VIOSA;Viosa;AL
2889;2702355;CRABAS;Crabas;AL
2891;2708956;SENADOR RUI PALMEIRA;Senador Rui Palmeira;AL
2893;3135050;JABA;Jaba;MG
2895;3139250;MAMONAS;Mamonas;MG
2897;3140852;MATIAS CARDOSO;Matias Cardoso;MG
2899;3149150;PEDRAS DE MARIA DA CRUZ;Pedras de Maria da Cruz;MG
2901;3154457;RIACHINHO;Riachinho;MG
2903;3103751;ARAPOR;Arapor;MG
2905;3137536;LAGOA GRANDE;Lagoa Grande;MG
2907;3301850;GUAPIMIRIM;Guapimirim;RJ
2909;3300456;BELFORD ROXO;Belford Roxo;RJ
2911;3304144;QUEIMADOS;Queimados;RJ
2913;3302270;JAPERI;Japeri;RJ
2915;3301157;CARDOSO MOREIRA;Cardoso Moreira;RJ
2917;3306156;VARRE-SAI;Varre-Sai;RJ
2919;3300159;APERIB;Aperib;RJ
2921;3304524;RIO DAS OSTRAS;Rio das Ostras;RJ
2923;3304128;QUATIS;Quatis;RJ
2925;3300225;AREAL;Areal;RJ
2927;3300951;COMENDADOR LEVY GASPARIAN;Comendador Levy Gasparian;RJ
2929;3203346;MARECHAL FLORIANO;Marechal Floriano;ES
2931;3202652;IRUPI;Irupi;ES
2933;3204658;SO DOMINGOS DO NORTE;So Domingos do Norte;ES
2935;3205150;VILA PAVO;Vila Pavo;ES
2937;3527256;LOURDES;Lourdes;SP
2939;3548054;SANTO ANTNIO DO ARACANGU;Santo Antnio do Aracangu;SP
2941;3549250;SO JOO DE IRACEMA;So Joo de Iracema;SP
2943;3520442;ILHA SOLTEIRA;Ilha Solteira;SP
2945;3552551;SUZANPOLIS;Suzanpolis;SP
2947;3510153;CANITAR;Canitar;SP
2949;3515152;ENGENHEIRO COELHO;Engenheiro Coelho;SP
2951;3519071;HORTOLNDIA;Hortolndia;SP
2953;3519055;HOLAMBRA;Holambra;SP
2955;3554953;TUIUTI;Tuiuti;SP
2957;3556354;VARGEM;Vargem;SP
2959;3557303;ESTIVA GERBI;Estiva Gerbi;SP
2961;3515129;EMILIANPOLIS;Emilianpolis;SP
2963;3537156;PEDRINHAS PAULISTA;Pedrinhas Paulista;SP
2965;3506359;BERTIOGA;Bertioga;SP
2967;3509254;CAJATI;Cajati;SP
2969;3520426;ILHA COMPRIDA;Ilha Comprida;SP
2971;3555356;UBARANA;Ubarana;SP
2973;3557154;ZACARIAS;Zacarias;SP
2975;3514924;ELISIRIO;Elisirio;SP
2977;3528858;MARAPOAMA;Marapoama;SP
2979;3533254;NOVAIS;Novais;SP
2981;3503950;ASPSIA;Aspsia;SP
2983;3529658;MESPOLIS;Mespolis;SP
2985;3532843;NOVA CANA PAULISTA;Nova Cana Paulista;SP
2987;3540259;PONTALINDA;Pontalinda;SP
2989;3536257;PARISI;Parisi;SP
2991;3503158;ARAPE;Arape;SP
2993;3540754;POTIM;Potim;SP
2995;3500758;ALAMBARI;Alambari;SP
2997;3505351;BARRA DO CHAPU;Barra do Chapu;SP
2999;3509452;CAMPINA DO MONTE ALEGRE;Campina do Monte Alegre;SP
3001;2605459;FERNANDO DE NORONHA;Fernando de Noronha;PE
3003;2401453;BARANA;Barana;RN
3005;2922250;Muqum de So Francisco;Muqum do So Francisco;BA
3007;2922730;NOVA FTIMA;Nova Ftima;BA
3009;2922755;NOVA IBI;Nova Ibi;BA
3011;2922854;NOVA REDENO;Nova Redeno;BA
3013;2923035;NOVO HORIZONTE;Novo Horizonte;BA
3015;2923050;NOVO TRIUNFO;Novo Triunfo;BA
3017;2923357;OUROLNDIA;Ourolndia;BA
3019;2924678;PIRA DO NORTE;Pira do Norte;BA
3021;2925253;PONTO NOVO;Ponto Novo;BA
3023;2925758;PRESIDENTE TANCREDO NEVES;Presidente Tancredo Neves;BA
3025;2925931;QUIXABEIRA;Quixabeira;BA
3027;2926657;RIBEIRO DO LARGO;Ribeiro do Largo;BA
3029;2928950;SO DOMINGOS;So Domingos;BA
3031;2929057;SO FLIX DO CORIBE;So Flix do Coribe;BA
3033;2929370;SO JOS DO JACUPE;So Jos do Jacupe;BA
3035;2929354;SO JOS DA VITRIA;So Jos da Vitria;BA
3037;2929750;SAUBARA;Saubara;BA
3039;2930154;SERRA DO RAMALHO;Serra do Ramalho;BA
3041;2930758;STIO DO MATO;Stio do Mato;BA
3043;2930766;STIO DO QUINTO;Stio do Quinto;BA
3045;2930774;SOBRADINHO;Sobradinho;BA
3047;2932457;UMBURANAS;Umburanas;BA
3049;2933174;VARZEDO;Varzedo;BA
3051;2933257;VEREDA;Vereda;BA
3053;3522158;ITACA;Itaoca;SP
3055;3522653;ITAPIRAPU PAULISTA;Itapirapu Paulista;SP
3057;3543253;RIBEIRO GRANDE;Ribeiro Grande;SP
3059;3507159;BOM SUCESSO DE ITARAR;Bom Sucesso de Itarar;SP
3061;3532827;NOVA CAMPINA;Nova Campina;SP
3063;3553856;TAQUARIVA;Taquariva;SP
3065;3501152;ALUMNIO;Alumnio;SP
3067;3502754;ARAARIGUAMA;Araariguama;SP
3069;2918555;JUSSARI;Jussari;BA
3071;2901155;AMRICA DOURADA;Amrica Dourada;BA
3073;2902252;ARATACA;Arataca;BA
3075;2903235;BARRO ALTO;Barro Alto;BA
3079;2904753;BURITIRAMA;Buritirama;BA
3081;2906857;CAPELA DO ALTO ALEGRE;Capela do Alto Alegre;BA
3083;2906873;CAPIM GROSSO;Capim Grosso;BA
3085;2906824;CANUDOS;Canudos;BA
3087;2910057;DIAS D'VILA;Dias d'vila;BA
3089;2910750;FTIMA;Ftima;BA
3091;2910859;FILADLFIA;Filadlfia;BA
3093;2911253;GAVIO;Gavio;BA
3095;2911659;GUAJERU;Guajeru;BA
3097;2911857;HELIPOLIS;Helipolis;BA
3099;2918357;JOO DOURADO;Joo Dourado;BA
3101;2800100;AMPARO DE SO FRANCISCO;Amparo do So Francisco;SE
3103;2800209;AQUIDAB;Aquidab;SE
3105;2800308;ARACAJU;Aracaju;SE
3107;2800407;ARAU;Arau;SE
3109;2800506;AREIA BRANCA;Areia Branca;SE
3111;2800605;BARRA DOS COQUEIROS;Barra dos Coqueiros;SE
3113;2800704;BREJO GRANDE;Brejo Grande;SE
3115;2800670;BOQUIM;Boquim;SE
3117;2910727;EUNPOLIS;Eunpolis;BA
3119;2801009;CAMPO DO BRITO;Campo do Brito;SE
3121;2801108;CANHOBA;Canhoba;SE
3123;2801207;CANIND DE SO FRANCISCO;Canind de So Francisco;SE
3125;2801306;CAPELA;Capela;SE
3127;2801405;CARIRA;Carira;SE
3129;2801504;CARMPOLIS;Carmpolis;SE
3131;2801603;CEDRO DE SO JOO;Cedro de So Joo;SE
3133;2801702;CRISTINPOLIS;Cristinpolis;SE
3135;2804458;NOSSA SENHORA APARECIDA;Nossa Senhora Aparecida;SE
3137;2801900;CUMBE;Cumbe;SE
3139;2802007;DIVINA PASTORA;Divina Pastora;SE
3141;2802106;ESTNCIA;Estncia;SE
3143;2802205;FEIRA NOVA;Feira Nova;SE
3145;2802304;FREI PAULO;Frei Paulo;SE
3147;2802502;GENERAL MAYNARD;General Maynard;SE
3149;2802403;GARARU;Gararu;SE
3151;2802601;GRACCHO CARDOSO;Gracho Cardoso;SE
3153;2802700;ILHA DAS FLORES;Ilha das Flores;SE
3155;2802809;INDIAROBA;Indiaroba;SE
3157;2802908;ITABAIANA;Itabaiana;SE
3159;2803005;ITABAIANINHA;Itabaianinha;SE
3161;2803104;ITABI;Itabi;SE
3163;2803203;ITAPORANGA D'AJUDA;Itaporanga d'Ajuda;SE
3165;2803302;JAPARATUBA;Japaratuba;SE
3167;2803401;JAPOAT;Japoat;SE
3169;2803500;LAGARTO;Lagarto;SE
3171;2803609;LARANJEIRAS;Laranjeiras;SE
3173;2803708;MACAMBIRA;Macambira;SE
3175;2803807;MALHADA DOS BOIS;Malhada dos Bois;SE
3177;2803906;MALHADOR;Malhador;SE
3179;2804003;MARUIM;Maruim;SE
3181;2804102;MOITA BONITA;Moita Bonita;SE
3183;2804201;MONTE ALEGRE DE SERGIPE;Monte Alegre de Sergipe;SE
3185;2804300;MURIBECA;Muribeca;SE
3187;2804409;NEPOLIS;Nepolis;SE
3189;2804508;NOSSA SENHORA DA GLRIA;Nossa Senhora da Glria;SE
3191;2804607;NOSSA SENHORA DAS DORES;Nossa Senhora das Dores;SE
3193;2804706;NOSSA SENHORA DE LOURDES;Nossa Senhora de Lourdes;SE
3195;2804805;NOSSA SENHORA DO SOCORRO;Nossa Senhora do Socorro;SE
3197;2804904;PACATUBA;Pacatuba;SE
3199;2805000;PEDRA MOLE;Pedra Mole;SE
3201;2805109;PEDRINHAS;Pedrinhas;SE
3203;2805208;PINHO;Pinho;SE
3205;2805307;PIRAMBU;Pirambu;SE
3207;2805406;POO REDONDO;Poo Redondo;SE
3209;2805505;POO VERDE;Poo Verde;SE
3211;2805604;PORTO DA FOLHA;Porto da Folha;SE
3213;2805703;PROPRI;Propri;SE
3215;2805802;RIACHO DO DANTAS;Riacho do Dantas;SE
3217;2805901;RIACHUELO;Riachuelo;SE
3219;2806008;RIBEIRPOLIS;Ribeirpolis;SE
3221;2806107;ROSRIO DO CATETE;Rosrio do Catete;SE
3223;2806206;SALGADO;Salgado;SE
3225;2806305;SANTA LUZIA DO ITANHY;Santa Luzia do Itanhy;SE
3227;3554656;TORRE DE PEDRA;Torre de Pedra;SP
3229;2806503;SANTA ROSA DE LIMA;Santa Rosa de Lima;SE
3231;2806602;SANTO AMARO DAS BROTAS;Santo Amaro das Brotas;SE
3233;2806701;SO CRISTVO;So Cristvo;SE
3235;2806800;SO DOMINGOS;So Domingos;SE
3237;2806909;SO FRANCISCO;So Francisco;SE
3239;2807006;SO MIGUEL DO ALEIXO;So Miguel do Aleixo;SE
3241;2807105;SIMO DIAS;Simo Dias;SE
3243;2807204;SIRIRI;Siriri;SE
3245;2807303;TELHA;Telha;SE
3247;2807402;TOBIAS BARRETO;Tobias Barreto;SE
3249;2807501;TOMAR DO GERU;Tomar do Geru;SE
3251;2807600;UMBABA;Umbaba;SE
3253;2900355;ADUSTINA;Adustina;BA
3255;2901353;ANDORINHA;Andorinha;BA
3257;2901957;APUAREMA;Apuarema;BA
3259;2902054;ARAAS;Aras;BA
3261;2902658;BANZA;Banza;BA
3263;2903953;BOM JESUS DA SERRA;Bom Jesus da Serra;BA
3265;2904050;BONITO;Bonito;BA
3267;2904852;CABACEIRAS DO PARAGUAU;Cabaceiras do Paraguau;BA
3269;2905156;CAETANOS;Caetanos;BA
3271;2906899;CARABAS;Carabas;BA
3273;2907558;CATURAMA;Caturama;BA
3275;2910776;FEIRA DA MATA;Feira da Mata;BA
3277;2913457;IGRAPINA;Igrapina;BA
3279;2914653;ITABELA;Itabela;BA
3281;2915353;ITAGUAU DA BAHIA;Itaguau da Bahia;BA
3283;2916856;ITATIM;Itatim;BA
3285;2917334;IUI;Iuiu;BA
3287;2918456;JUCURUU;Jucuruu;BA
3289;2918753;LAGOA REAL;Lagoa Real;BA
3291;2919058;Lajedo do Tabocal;Lajedo do Tabocal;BA
3293;2919926;MADRE DE DEUS;Madre de Deus;BA
3295;2921054;MATINA;Matina;BA
3297;2921450;MIRANTE;Mirante;BA
3299;2922052;MULUNGU DO MORRO;Mulungu do Morro;BA
3301;2900108;ABARA;Abara;BA
3303;2900207;ABAR;Abar;BA
3305;2900306;ACAJUTIBA;Acajutiba;BA
3307;2900405;GUA FRIA;gua Fria;BA
3309;2900504;RICO CARDOSO;rico Cardoso;BA
3311;2900603;AIQUARA;Aiquara;BA
3313;2900702;ALAGOINHAS;Alagoinhas;BA
3315;2900801;ALCOBAA;Alcobaa;BA
3317;2900900;ALMADINA;Almadina;BA
3319;2901007;AMARGOSA;Amargosa;BA
3321;2901106;AMLIA RODRIGUES;Amlia Rodrigues;BA
3323;2901205;ANAG;Anag;BA
3325;2901304;ANDARA;Andara;BA
3327;2901403;ANGICAL;Angical;BA
3329;2901502;ANGUERA;Anguera;BA
3331;2901601;ANTAS;Antas;BA
3333;2901700;ANTNIO CARDOSO;Antnio Cardoso;BA
3335;2901809;ANTNIO GONALVES;Antnio Gonalves;BA
3337;2901908;APOR;Apor;BA
3339;2902005;ARACATU;Aracatu;BA
3341;2902104;ARACI;Araci;BA
3343;2902203;ARAMARI;Aramari;BA
3345;2902302;ARATUPE;Aratupe;BA
3347;2902401;AURELINO LEAL;Aurelino Leal;BA
3349;2902500;BAIANPOLIS;Baianpolis;BA
3351;2902609;BAIXA GRANDE;Baixa Grande;BA
3353;2902708;BARRA;Barra;BA
3355;2902807;BARRA DA ESTIVA;Barra da Estiva;BA
3357;2902906;BARRA DO CHOA;Barra do Choa;BA
3359;2903003;BARRA DO MENDES;Barra do Mendes;BA
3361;2903102;BARRA DO ROCHA;Barra do Rocha;BA
3363;2903201;BARREIRAS;Barreiras;BA
3365;2903300;BARRO PRETO;Barro Preto;BA
3367;2903409;BELMONTE;Belmonte;BA
3369;2903508;BELO CAMPO;Belo Campo;BA
3371;2903607;BIRITINGA;Biritinga;BA
3373;2903706;BOA NOVA;Boa Nova;BA
3375;2903805;BOA VISTA DO TUPIM;Boa Vista do Tupim;BA
3377;2903904;BOM JESUS DA LAPA;Bom Jesus da Lapa;BA
3379;2904001;BONINAL;Boninal;BA
3381;2904100;BOQUIRA;Boquira;BA
3383;2904209;BOTUPOR;Botupor;BA
3385;2904308;BREJES;Brejes;BA
3387;2904407;BREJOLNDIA;Brejolndia;BA
3389;2904506;BROTAS DE MACABAS;Brotas de Macabas;BA
3391;2904605;BRUMADO;Brumado;BA
3393;2904704;BUERAREMA;Buerarema;BA
3395;2904803;CAATIBA;Caatiba;BA
3397;2904902;CACHOEIRA;Cachoeira;BA
3399;2905008;CACUL;Cacul;BA
3401;2905107;CAM;Cam;BA
3403;2905206;CAETIT;Caetit;BA
3405;2905305;CAFARNAUM;Cafarnaum;BA
3407;2905404;CAIRU;Cairu;BA
3409;2905503;CALDEIRO GRANDE;Caldeiro Grande;BA
3411;2905602;CAMACAN;Camacan;BA
3413;2905701;CAMAARI;Camaari;BA
3415;2905800;CAMAMU;Camamu;BA
3417;2905909;CAMPO ALEGRE DE LOURDES;Campo Alegre de Lourdes;BA
3419;2906006;CAMPO FORMOSO;Campo Formoso;BA
3421;2906105;CANPOLIS;Canpolis;BA
3423;2906204;CANARANA;Canarana;BA
3425;2906303;CANAVIEIRAS;Canavieiras;BA
3427;2906402;CANDEAL;Candeal;BA
3429;2906501;CANDEIAS;Candeias;BA
3431;2906600;CANDIBA;Candiba;BA
3433;2906709;CNDIDO SALES;Cndido Sales;BA
3435;2906808;CANSANO;Cansano;BA
3437;2906907;CARAVELAS;Caravelas;BA
3439;2907004;CARDEAL DA SILVA;Cardeal da Silva;BA
3441;2907103;CARINHANHA;Carinhanha;BA
3443;2907202;CASA NOVA;Casa Nova;BA
3445;2907301;CASTRO ALVES;Castro Alves;BA
3447;2907400;CATOLNDIA;Catolndia;BA
3449;2907509;CATU;Catu;BA
3451;2907608;CENTRAL;Central;BA
3453;2907707;CHORROCH;Chorroch;BA
3455;2907806;CCERO DANTAS;Ccero Dantas;BA
3457;2907905;CIP;Cip;BA
3459;2908002;COARACI;Coaraci;BA
3461;2908101;COCOS;Cocos;BA
3463;2908200;CONCEIO DA FEIRA;Conceio da Feira;BA
3465;2908309;CONCEIO DO ALMEIDA;Conceio do Almeida;BA
3467;2908408;CONCEIO DO COIT;Conceio do Coit;BA
3469;2908507;CONCEIO DO JACUPE;Conceio do Jacupe;BA
3471;2908606;CONDE;Conde;BA
3473;2908705;CONDEBA;Condeba;BA
3475;2908804;CONTENDAS DO SINCOR;Contendas do Sincor;BA
3477;2908903;CORAO DE MARIA;Corao de Maria;BA
3479;2909000;CORDEIROS;Cordeiros;BA
3481;2909109;CORIBE;Coribe;BA
3483;2909208;CORONEL JOO S;Coronel Joo S;BA
3485;2909307;CORRENTINA;Correntina;BA
3487;2909406;COTEGIPE;Cotegipe;BA
3489;2909505;CRAVOLNDIA;Cravolndia;BA
3491;2909604;CRISPOLIS;Crispolis;BA
3493;2909703;CRISTPOLIS;Cristpolis;BA
3495;2909802;CRUZ DAS ALMAS;Cruz das Almas;BA
3497;2909901;CURA;Cura;BA
3499;2910008;DRIO MEIRA;Drio Meira;BA
3501;2910107;DOM BASLIO;Dom Baslio;BA
3503;2910206;DOM MACEDO COSTA;Dom Macedo Costa;BA
3505;2910305;ELSIO MEDRADO;Elsio Medrado;BA
3507;2910404;ENCRUZILHADA;Encruzilhada;BA
3509;2910503;ENTRE RIOS;Entre Rios;BA
3511;2910602;ESPLANADA;Esplanada;BA
3513;2910701;EUCLIDES DA CUNHA;Euclides da Cunha;BA
3515;2910800;FEIRA DE SANTANA;Feira de Santana;BA
3517;2910909;FIRMINO ALVES;Firmino Alves;BA
3519;2911006;FLORESTA AZUL;Floresta Azul;BA
3521;2911105;FORMOSA DO RIO PRETO;Formosa do Rio Preto;BA
3523;2911204;GANDU;Gandu;BA
3525;2911303;GENTIO DO OURO;Gentio do Ouro;BA
3527;2911402;GLRIA;Glria;BA
3529;2911501;GONGOGI;Gongogi;BA
3531;2911600;GOVERNADOR MANGABEIRA;Governador Mangabeira;BA
3533;2911709;GUANAMBI;Guanambi;BA
3535;2911808;GUARATINGA;Guaratinga;BA
3537;2911907;IAU;Iau;BA
3539;2912004;IBIASSUC;Ibiassuc;BA
3541;2912103;IBICARA;Ibicara;BA
3543;2912202;IBICOARA;Ibicoara;BA
3545;2912301;IBICU;Ibicu;BA
3547;2912400;IBIPEBA;Ibipeba;BA
3549;2928406;SANTA RITA DE CSSIA;Santa Rita de Cssia;BA
3551;2912509;IBIPITANGA;Ibipitanga;BA
3553;2912608;IBIQUERA;Ibiquera;BA
3555;2912707;IBIRAPITANGA;Ibirapitanga;BA
3557;2912806;IBIRAPU;Ibirapu;BA
3559;2912905;IBIRATAIA;Ibirataia;BA
3561;2913002;IBITIARA;Ibitiara;BA
3563;2913101;IBITIT;Ibitit;BA
3565;2913200;IBOTIRAMA;Ibotirama;BA
3567;2913309;ICHU;Ichu;BA
3569;2913408;IGAPOR;Igapor;BA
3571;2913507;IGUA;Igua;BA
3573;2913606;ILHUS;Ilhus;BA
3575;2913705;INHAMBUPE;Inhambupe;BA
3577;2913804;IPECAET;Ipecaet;BA
3579;2913903;IPIA;Ipia;BA
3581;2914000;IPIR;Ipir;BA
3583;2914109;IPUPIARA;Ipupiara;BA
3585;2914208;IRAJUBA;Irajuba;BA
3587;2914307;IRAMAIA;Iramaia;BA
3589;2914406;IRAQUARA;Iraquara;BA
3591;2914505;IRAR;Irar;BA
3593;2914604;IREC;Irec;BA
3595;2914703;ITABERABA;Itaberaba;BA
3597;2914802;ITABUNA;Itabuna;BA
3599;2914901;ITACAR;Itacar;BA
3601;2915007;ITAET;Itaet;BA
3603;2915106;ITAGI;Itagi;BA
3605;2915205;ITAGIB;Itagib;BA
3607;2915304;ITAGIMIRIM;Itagimirim;BA
3609;2915403;ITAJU DO COLNIA;Itaju do Colnia;BA
3611;2915502;ITAJUPE;Itajupe;BA
3613;2915601;ITAMARAJU;Itamaraju;BA
3615;2915700;ITAMARI;Itamari;BA
3617;2915809;ITAMB;Itamb;BA
3619;2915908;ITANAGRA;Itanagra;BA
3621;2916005;ITANHM;Itanhm;BA
3623;2916104;ITAPARICA;Itaparica;BA
3625;2916203;ITAP;Itap;BA
3627;2916302;ITAPEBI;Itapebi;BA
3629;2916401;ITAPETINGA;Itapetinga;BA
3631;2916500;ITAPICURU;Itapicuru;BA
3633;2916609;ITAPITANGA;Itapitanga;BA
3635;2916708;ITAQUARA;Itaquara;BA
3637;2916807;ITARANTIM;Itarantim;BA
3639;2916906;ITIRUU;Itiruu;BA
3641;2917003;ITIBA;Itiba;BA
3643;2917102;ITOROR;Itoror;BA
3645;2917201;ITUAU;Ituau;BA
3647;2917300;ITUBER;Ituber;BA
3649;2917409;JACARACI;Jacaraci;BA
3651;2917508;JACOBINA;Jacobina;BA
3653;2917607;JAGUAQUARA;Jaguaquara;BA
3655;2917706;JAGUARARI;Jaguarari;BA
3657;2917805;JAGUARIPE;Jaguaripe;BA
3659;2917904;JANDARA;Jandara;BA
3661;2918001;JEQUI;Jequi;BA
3663;2918100;JEREMOABO;Jeremoabo;BA
3665;2918209;JIQUIRI;Jiquiri;BA
3667;2918308;JITANA;Jitana;BA
3669;2918407;JUAZEIRO;Juazeiro;BA
3671;2918506;JUSSARA;Jussara;BA
3673;2918605;JUSSIAPE;Jussiape;BA
3675;2918704;LAFAIETE COUTINHO;Lafaiete Coutinho;BA
3677;2918803;LAJE;Laje;BA
3679;2918902;LAJEDO;Lajedo;BA
3681;2919009;LAJEDINHO;Lajedinho;BA
3683;2919108;LAMARO;Lamaro;BA
3685;2919207;LAURO DE FREITAS;Lauro de Freitas;BA
3687;2919306;LENIS;Lenis;BA
3689;2919405;LICNIO DE ALMEIDA;Licnio de Almeida;BA
3691;2919504;LIVRAMENTO DE NOSSA SENHORA;Livramento de Nossa Senhora;BA
